Archive_Date,Specialty_HIPE,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
2/28/2021,1503,Gynaecology,Adult,65+,12-15 Months,13
2/28/2021,1503,Gynaecology,Child,0-15, 6-9 Months,1
2/28/2021,1503,Gynaecology,Child,0-15,18 Months +,1
2/28/2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,83
2/28/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,21
2/28/2021,700,Gastro-Enterology,Adult,65+,12-15 Months,22
2/28/2021,700,Gastro-Enterology,Child,0-15, 0-3 Months,1
2/28/2021,900,Geriatric Medicine,Adult,65+, 0-3 Months,80
2/28/2021,900,Geriatric Medicine,Adult,65+,15-18 Months,10
2/28/2021,900,Geriatric Medicine,Adult,65+,18 Months +,1
2/28/2021,1100,Haematology,Adult,16-64, 0-3 Months,90
2/28/2021,1100,Haematology,Adult,16-64, 3-6 Months,47
2/28/2021,1100,Haematology,Adult,16-64,12-15 Months,14
2/28/2021,1100,Haematology,Adult,65+, 6-9 Months,19
2/28/2021,1100,Haematology,Adult,65+,15-18 Months,8
2/28/2021,1300,Neurology,Adult,16-64,18 Months +,895
2/28/2021,1300,Neurology,Adult,65+, 0-3 Months,30
2/28/2021,1300,Neurology,Adult,65+, 6-9 Months,22
2/28/2021,1300,Neurology,Adult,65+,15-18 Months,34
2/28/2021,1503,Gynaecology,Adult,65+, 9-12 Months,12
2/28/2021,1700,Ophthalmology,Adult,16-64, 3-6 Months,253
2/28/2021,1700,Ophthalmology,Adult,16-64,12-15 Months,208
2/28/2021,1700,Ophthalmology,Adult,65+, 9-12 Months,136
2/28/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,671
2/28/2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,533
2/28/2021,1800,Orthopaedics,Adult,16-64,12-15 Months,537
2/28/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,455
2/28/2021,1800,Orthopaedics,Adult,65+, 9-12 Months,151
2/28/2021,1800,Orthopaedics,Child,0-15, 3-6 Months,52
2/28/2021,1800,Orthopaedics,Child,0-15, 6-9 Months,21
2/28/2021,1800,Orthopaedics,Child,0-15,12-15 Months,27
2/28/2021,1900,Paediatrics,Child,0-15, 0-3 Months,173
2/28/2021,1900,Paediatrics,Child,0-15,18 Months +,8
2/28/2021,2300,Nephrology,Adult,16-64, 0-3 Months,51
2/28/2021,2300,Nephrology,Adult,16-64, 3-6 Months,27
2/28/2021,2300,Nephrology,Adult,16-64, 6-9 Months,15
2/28/2021,2300,Nephrology,Adult,16-64,12-15 Months,11
2/28/2021,2300,Nephrology,Adult,65+, 9-12 Months,9
2/28/2021,2300,Nephrology,Adult,65+,15-18 Months,17
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 9-12 Months,67
2/28/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,244
2/28/2021,2500,Rheumatology,Adult,16-64, 0-3 Months,195
2/28/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,185
2/28/2021,2500,Rheumatology,Adult,16-64, 6-9 Months,104
2/28/2021,2500,Rheumatology,Adult,16-64,12-15 Months,34
2/28/2021,2500,Rheumatology,Adult,16-64,15-18 Months,43
2/28/2021,2500,Rheumatology,Child,0-15, 0-3 Months,1
2/28/2021,2500,Rheumatology,Child,0-15, 6-9 Months,1
2/28/2021,2600,General Surgery,Adult,16-64, 9-12 Months,60
2/28/2021,2600,General Surgery,Child,0-15, 9-12 Months,2
2/28/2021,2602,Gastro-Intestinal Surgery,Adult,16-64,18 Months +,3
2/28/2021,2602,Gastro-Intestinal Surgery,Adult,65+, 0-3 Months,29
2/28/2021,2602,Gastro-Intestinal Surgery,Adult,65+, 3-6 Months,3
2/28/2021,2602,Gastro-Intestinal Surgery,Child,0-15, 3-6 Months,1
2/28/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,44
2/28/2021,1800,Orthopaedics,Adult,65+,18 Months +,91
2/28/2021,2300,Nephrology,Adult,16-64, 9-12 Months,1
2/28/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,148
2/28/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,33
2/28/2021,2400,Respiratory Medicine,Adult,65+, 3-6 Months,21
2/28/2021,2400,Respiratory Medicine,Adult,65+,12-15 Months,31
2/28/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,24
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,188
2/28/2021,2600,General Surgery,Adult,65+, 3-6 Months,44
2/28/2021,2600,General Surgery,Adult,65+, 6-9 Months,26
2/28/2021,2600,General Surgery,Adult,65+,12-15 Months,5
2/28/2021,2600,General Surgery,Adult,65+,15-18 Months,3
2/28/2021,2600,General Surgery,Child,0-15, 0-3 Months,13
2/28/2021,2600,General Surgery,Child,0-15, 3-6 Months,11
2/28/2021,5000,General Medicine,Adult,16-64, 3-6 Months,175
2/28/2021,5000,General Medicine,Adult,16-64, 6-9 Months,124
2/28/2021,5000,General Medicine,Adult,16-64,12-15 Months,40
2/28/2021,5000,General Medicine,Adult,65+, 9-12 Months,18
2/28/2021,100,Cardiology,Adult,65+, 9-12 Months,28
2/28/2021,300,Dermatology,Adult,16-64, 0-3 Months,528
2/28/2021,300,Dermatology,Adult,16-64,18 Months +,499
2/28/2021,300,Dermatology,Adult,65+, 3-6 Months,175
2/28/2021,300,Dermatology,Adult,65+, 6-9 Months,154
2/28/2021,300,Dermatology,Adult,65+,12-15 Months,116
2/28/2021,300,Dermatology,Adult,65+,15-18 Months,77
2/28/2021,300,Dermatology,Child,0-15, 0-3 Months,170
2/28/2021,400,Endocrinology,Adult,16-64,18 Months +,1
2/28/2021,400,Endocrinology,Adult,65+, 0-3 Months,35
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,92
2/28/2021,600,Otolaryngology (ENT),Adult,65+,18 Months +,139
2/28/2021,601,Paediatric ENT,Adult,16-64, 0-3 Months,2
2/28/2021,601,Paediatric ENT,Adult,16-64, 3-6 Months,1
2/28/2021,700,Gastro-Enterology,Adult,16-64, 0-3 Months,106
2/28/2021,700,Gastro-Enterology,Adult,65+, 3-6 Months,24
2/28/2021,700,Gastro-Enterology,Adult,65+, 6-9 Months,14
2/28/2021,700,Gastro-Enterology,Adult,65+,12-15 Months,15
2/28/2021,1100,Haematology,Adult,16-64, 3-6 Months,17
2/28/2021,1100,Haematology,Adult,16-64, 6-9 Months,3
2/28/2021,1100,Haematology,Adult,16-64,15-18 Months,1
2/28/2021,1502,Obstetrics,Adult,16-64, 9-12 Months,1
2/28/2021,1600,Oncology,Adult,65+, 0-3 Months,8
2/28/2021,1700,Ophthalmology,Adult,16-64, 9-12 Months,14
2/28/2021,1700,Ophthalmology,Child,0-15, 9-12 Months,4
2/28/2021,1800,Orthopaedics,Child,0-15, 9-12 Months,8
2/28/2021,1900,Paediatrics,Adult,16-64, 0-3 Months,5
2/28/2021,1900,Paediatrics,Child,0-15, 0-3 Months,302
2/28/2021,1900,Paediatrics,Child,0-15, 3-6 Months,304
2/28/2021,1900,Paediatrics,Child,0-15, 6-9 Months,160
2/28/2021,1900,Paediatrics,Child,0-15,12-15 Months,55
2/28/2021,1900,Paediatrics,Child,0-15,15-18 Months,53
2/28/2021,2300,Nephrology,Adult,16-64, 3-6 Months,4
2/28/2021,2604,Vascular Surgery,Adult,16-64, 3-6 Months,100
2/28/2021,2604,Vascular Surgery,Adult,16-64, 6-9 Months,78
2/28/2021,2604,Vascular Surgery,Adult,16-64,12-15 Months,54
2/28/2021,2604,Vascular Surgery,Adult,65+, 9-12 Months,40
2/28/2021,2605,Breast Surgery,Adult,16-64, 9-12 Months,265
2/28/2021,2605,Breast Surgery,Child,0-15, 9-12 Months,3
2/28/2021,7800,Urology,Adult,16-64, 0-3 Months,263
2/28/2021,7800,Urology,Adult,16-64, 6-9 Months,160
2/28/2021,7800,Urology,Adult,16-64,15-18 Months,201
2/28/2021,7800,Urology,Adult,65+, 3-6 Months,120
2/28/2021,7800,Urology,Adult,65+,12-15 Months,120
2/28/2021,7800,Urology,Child,0-15, 0-3 Months,11
2/28/2021,7800,Urology,Child,0-15, 3-6 Months,16
2/28/2021,7800,Urology,Child,0-15, 6-9 Months,13
2/28/2021,7800,Urology,Child,0-15,15-18 Months,22
2/28/2021,8003,Pain Relief,Adult,65+, 9-12 Months,15
2/28/2021,8003,Pain Relief,Adult,65+,18 Months +,55
2/28/2021,100,Cardiology,Adult,16-64,18 Months +,178
2/28/2021,100,Cardiology,Adult,65+, 0-3 Months,68
2/28/2021,100,Cardiology,Adult,65+,15-18 Months,22
2/28/2021,400,Endocrinology,Adult,16-64, 6-9 Months,6
2/28/2021,400,Endocrinology,Adult,16-64,15-18 Months,13
2/28/2021,402,Diabetes Mellitus,Adult,16-64, 0-3 Months,25
2/28/2021,402,Diabetes Mellitus,Adult,16-64,18 Months +,48
2/28/2021,402,Diabetes Mellitus,Adult,65+, 3-6 Months,6
2/28/2021,402,Diabetes Mellitus,Adult,65+, 6-9 Months,6
2/28/2021,402,Diabetes Mellitus,Adult,65+,12-15 Months,5
2/28/2021,402,Diabetes Mellitus,Adult,65+,15-18 Months,8
2/28/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,4
2/28/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,181
2/28/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,34
2/28/2021,1503,Gynaecology,Adult,16-64,18 Months +,9
2/28/2021,1503,Gynaecology,Adult,65+, 3-6 Months,9
2/28/2021,1503,Gynaecology,Adult,65+,12-15 Months,1
2/28/2021,1503,Gynaecology,Child,0-15, 0-3 Months,2
2/28/2021,1503,Gynaecology,Child,0-15, 3-6 Months,1
2/28/2021,1900,Paediatrics,Child,0-15, 9-12 Months,2
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 0-3 Months,71
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,51
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38
2/28/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,55
2/28/2021,2400,Respiratory Medicine,Adult,16-64,15-18 Months,51
2/28/2021,2400,Respiratory Medicine,Adult,16-64,18 Months +,7
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,331
2/28/2021,2600,General Surgery,Adult,16-64, 3-6 Months,267
2/28/2021,2600,General Surgery,Adult,16-64,12-15 Months,12
2/28/2021,2600,General Surgery,Adult,65+, 6-9 Months,52
2/28/2021,2600,General Surgery,Adult,65+, 9-12 Months,15
2/28/2021,2600,General Surgery,Adult,65+,15-18 Months,1
2/28/2021,2600,General Surgery,Child,0-15, 3-6 Months,23
2/28/2021,2600,General Surgery,Child,0-15, 6-9 Months,15
2/28/2021,5000,General Medicine,Adult,16-64, 9-12 Months,16
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,80
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,82
2/28/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,45
2/28/2021,600,Otolaryngology (ENT),Adult,16-64,15-18 Months,35
2/28/2021,600,Otolaryngology (ENT),Adult,65+, 9-12 Months,3
2/28/2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,15
2/28/2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,36
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,35
2/28/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,13
2/28/2021,2400,Respiratory Medicine,Adult,65+, 9-12 Months,2
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,216
2/28/2021,2600,General Surgery,Adult,16-64, 6-9 Months,98
2/28/2021,2600,General Surgery,Adult,16-64,15-18 Months,42
2/28/2021,2600,General Surgery,Adult,65+, 9-12 Months,20
2/28/2021,5000,General Medicine,Adult,65+, 0-3 Months,57
2/28/2021,5000,General Medicine,Adult,65+,18 Months +,31
2/28/2021,7800,Urology,Adult,65+, 0-3 Months,3
2/28/2021,300,Dermatology,Adult,16-64, 9-12 Months,15
2/28/2021,300,Dermatology,Adult,65+, 3-6 Months,7
2/28/2021,1300,Neurology,Adult,65+, 3-6 Months,3
2/28/2021,1300,Neurology,Adult,65+, 6-9 Months,1
2/28/2021,1300,Neurology,Adult,65+,12-15 Months,7
2/28/2021,1300,Neurology,Adult,65+,15-18 Months,1
2/28/2021,1800,Orthopaedics,Adult,16-64, 3-6 Months,32
2/28/2021,1800,Orthopaedics,Adult,16-64, 6-9 Months,32
2/28/2021,1800,Orthopaedics,Adult,16-64,12-15 Months,28
2/28/2021,1800,Orthopaedics,Adult,16-64,15-18 Months,42
2/28/2021,1800,Orthopaedics,Adult,65+, 9-12 Months,16
2/28/2021,5000,General Medicine,Adult,16-64,18 Months +,48
2/28/2021,5000,General Medicine,Adult,65+, 3-6 Months,68
2/28/2021,5000,General Medicine,Adult,65+, 6-9 Months,60
2/28/2021,5000,General Medicine,Adult,65+,12-15 Months,17
2/28/2021,100,Cardiology,Adult,16-64, 9-12 Months,82
2/28/2021,100,Cardiology,Adult,65+,18 Months +,25
2/28/2021,300,Dermatology,Adult,16-64, 0-3 Months,23
2/28/2021,300,Dermatology,Adult,16-64, 6-9 Months,6
2/28/2021,300,Dermatology,Adult,65+, 3-6 Months,2
2/28/2021,300,Dermatology,Child,0-15, 0-3 Months,78
2/28/2021,300,Dermatology,Child,0-15, 6-9 Months,25
2/28/2021,400,Endocrinology,Adult,16-64, 0-3 Months,101
2/28/2021,400,Endocrinology,Adult,65+, 6-9 Months,17
2/28/2021,400,Endocrinology,Adult,65+,15-18 Months,19
2/28/2021,400,Endocrinology,Child,0-15, 3-6 Months,1
2/28/2021,402,Diabetes Mellitus,Adult,65+, 0-3 Months,17
2/28/2021,402,Diabetes Mellitus,Adult,65+,18 Months +,18
2/28/2021,600,Otolaryngology (ENT),Adult,65+, 3-6 Months,3
2/28/2021,600,Otolaryngology (ENT),Adult,65+, 6-9 Months,1
2/28/2021,600,Otolaryngology (ENT),Adult,65+,12-15 Months,1
2/28/2021,600,Otolaryngology (ENT),Child,0-15, 0-3 Months,24
2/28/2021,2400,Respiratory Medicine,Adult,65+, 0-3 Months,34
2/28/2021,2400,Respiratory Medicine,Adult,65+,18 Months +,30
2/28/2021,2600,General Surgery,Adult,16-64, 9-12 Months,4
2/28/2021,2600,General Surgery,Adult,65+, 3-6 Months,25
2/28/2021,2600,General Surgery,Child,0-15, 9-12 Months,22
2/28/2021,2700,Infectious Diseases,Adult,65+, 0-3 Months,1
2/28/2021,5000,General Medicine,Adult,16-64, 0-3 Months,8
2/28/2021,5000,General Medicine,Adult,16-64,12-15 Months,1
2/28/2021,5000,General Medicine,Adult,65+, 6-9 Months,5
2/28/2021,7800,Urology,Adult,16-64, 3-6 Months,163
2/28/2021,7800,Urology,Adult,16-64,12-15 Months,91
2/28/2021,7800,Urology,Adult,16-64,15-18 Months,79
2/28/2021,7800,Urology,Adult,65+, 9-12 Months,30
2/28/2021,100,Cardiology,Adult,65+, 0-3 Months,205
2/28/2021,100,Cardiology,Adult,65+, 6-9 Months,65
2/28/2021,100,Cardiology,Child,0-15, 3-6 Months,1
2/28/2021,300,Dermatology,Adult,16-64, 3-6 Months,379
2/28/2021,300,Dermatology,Adult,16-64,12-15 Months,173
2/28/2021,300,Dermatology,Adult,65+, 9-12 Months,45
2/28/2021,400,Endocrinology,Adult,16-64, 6-9 Months,106
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,632
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 3-6 Months,454
2/28/2021,600,Otolaryngology (ENT),Adult,16-64, 6-9 Months,302
2/28/2021,600,Otolaryngology (ENT),Adult,16-64,12-15 Months,270
2/28/2021,600,Otolaryngology (ENT),Adult,65+,15-18 Months,21
2/28/2021,600,Otolaryngology (ENT),Child,0-15, 3-6 Months,14
2/28/2021,600,Otolaryngology (ENT),Child,0-15, 6-9 Months,4
2/28/2021,600,Otolaryngology (ENT),Child,0-15,12-15 Months,5
2/28/2021,700,Gastro-Enterology,Adult,65+, 9-12 Months,2
2/28/2021,1100,Haematology,Adult,16-64, 9-12 Months,62
2/28/2021,1100,Haematology,Adult,65+, 3-6 Months,120
2/28/2021,1100,Haematology,Adult,65+,12-15 Months,4
2/28/2021,1100,Haematology,Adult,65+,18 Months +,1
2/28/2021,1300,Neurology,Adult,16-64, 9-12 Months,126
2/28/2021,1300,Neurology,Adult,65+,18 Months +,1
2/28/2021,1503,Gynaecology,Adult,16-64, 0-3 Months,206
2/28/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,70
2/28/2021,1503,Gynaecology,Adult,16-64,12-15 Months,1
2/28/2021,1503,Gynaecology,Adult,16-64,18 Months +,1
2/28/2021,1503,Gynaecology,Adult,65+, 3-6 Months,18
2/28/2021,1503,Gynaecology,Child,0-15, 3-6 Months,1
2/28/2021,1700,Ophthalmology,Adult,16-64, 0-3 Months,108
2/28/2021,1700,Ophthalmology,Adult,65+, 3-6 Months,67
2/28/2021,1700,Ophthalmology,Adult,65+, 6-9 Months,3
2/28/2021,1700,Ophthalmology,Child,0-15, 0-3 Months,3
2/28/2021,1800,Orthopaedics,Adult,16-64, 0-3 Months,403
2/28/2021,1800,Orthopaedics,Adult,65+, 3-6 Months,196
2/28/2021,1800,Orthopaedics,Adult,65+, 6-9 Months,79
2/28/2021,1800,Orthopaedics,Adult,65+,12-15 Months,24
2/28/2021,1800,Orthopaedics,Adult,65+,15-18 Months,2
2/28/2021,2000,Plastic Surgery,Adult,65+, 9-12 Months,13
2/28/2021,2000,Plastic Surgery,Child,0-15, 9-12 Months,2
2/28/2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,1
2/28/2021,2100,Psychiatry,Adult,65+, 0-3 Months,1
2/28/2021,2300,Nephrology,Adult,16-64, 9-12 Months,3
2/28/2021,2300,Nephrology,Adult,65+, 0-3 Months,19
2/28/2021,1300,Neurology,Child,0-15, 0-3 Months,1
2/28/2021,1300,Neurology,Child,0-15,18 Months +,1
2/28/2021,1503,Gynaecology,Adult,16-64, 3-6 Months,149
2/28/2021,1503,Gynaecology,Adult,16-64, 6-9 Months,86
2/28/2021,1503,Gynaecology,Adult,16-64,12-15 Months,105
2/28/2021,1503,Gynaecology,Adult,65+,15-18 Months,4
2/28/2021,1503,Gynaecology,Child,0-15,18 Months +,1
2/28/2021,1700,Ophthalmology,Adult,16-64,15-18 Months,164
2/28/2021,1700,Ophthalmology,Adult,16-64,18 Months +,1209
2/28/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,280
2/28/2021,1700,Ophthalmology,Adult,65+, 3-6 Months,303
2/28/2021,1700,Ophthalmology,Child,0-15, 6-9 Months,59
2/28/2021,1902,Paed Cardiology,Child,0-15,15-18 Months,3
2/28/2021,2003,Maxillo-Facial,Adult,16-64, 0-3 Months,186
2/28/2021,2003,Maxillo-Facial,Adult,16-64, 3-6 Months,153
2/28/2021,2003,Maxillo-Facial,Adult,16-64, 9-12 Months,88
2/28/2021,2003,Maxillo-Facial,Adult,16-64,12-15 Months,163
2/28/2021,2003,Maxillo-Facial,Adult,65+, 6-9 Months,15
2/28/2021,2003,Maxillo-Facial,Child,0-15,15-18 Months,8
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,176
2/28/2021,2400,Respiratory Medicine,Adult,16-64,12-15 Months,187
2/28/2021,2400,Respiratory Medicine,Adult,65+,15-18 Months,102
2/28/2021,2400,Respiratory Medicine,Child,0-15,18 Months +,5
2/28/2021,2500,Rheumatology,Adult,16-64, 3-6 Months,109
2/28/2021,2500,Rheumatology,Adult,16-64,12-15 Months,94
2/28/2021,2500,Rheumatology,Adult,16-64,18 Months +,608
2/28/2021,2500,Rheumatology,Adult,65+, 0-3 Months,30
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,813
2/28/2021,2600,General Surgery,Adult,16-64,15-18 Months,90
2/28/2021,2600,General Surgery,Adult,16-64,18 Months +,223
2/28/2021,2600,General Surgery,Adult,65+, 3-6 Months,153
2/28/2021,2600,General Surgery,Adult,65+, 6-9 Months,114
2/28/2021,2600,General Surgery,Adult,65+, 9-12 Months,44
2/28/2021,2600,General Surgery,Adult,65+,12-15 Months,43
2/28/2021,2604,Vascular Surgery,Adult,16-64,15-18 Months,110
2/28/2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,165
2/28/2021,2604,Vascular Surgery,Adult,65+,12-15 Months,78
2/28/2021,2604,Vascular Surgery,Adult,65+,18 Months +,203
2/28/2021,2604,Vascular Surgery,Child,0-15, 6-9 Months,1
2/28/2021,5000,General Medicine,Adult,16-64, 3-6 Months,16
2/28/2021,5000,General Medicine,Adult,16-64, 6-9 Months,18
2/28/2021,5000,General Medicine,Adult,16-64,12-15 Months,2
2/28/2021,5000,General Medicine,Adult,65+,15-18 Months,2
2/28/2021,7200,Paediatric Surgery,Child,0-15, 0-3 Months,17
2/28/2021,7200,Paediatric Surgery,Child,0-15, 3-6 Months,20
2/28/2021,7200,Paediatric Surgery,Child,0-15, 9-12 Months,1
2/28/2021,7800,Urology,Adult,16-64,18 Months +,548
2/28/2021,7800,Urology,Adult,65+, 0-3 Months,194
2/28/2021,700,Gastro-Enterology,Adult,16-64, 6-9 Months,142
2/28/2021,700,Gastro-Enterology,Adult,16-64,12-15 Months,132
2/28/2021,700,Gastro-Enterology,Adult,16-64,15-18 Months,161
2/28/2021,700,Gastro-Enterology,Child,0-15, 9-12 Months,1
2/28/2021,900,Geriatric Medicine,Adult,16-64, 3-6 Months,1
2/28/2021,1100,Haematology,Adult,16-64, 3-6 Months,43
2/28/2021,1300,Neurology,Adult,16-64, 3-6 Months,410
2/28/2021,1300,Neurology,Adult,16-64,12-15 Months,191
2/28/2021,1300,Neurology,Adult,65+, 9-12 Months,33
2/28/2021,1302,Paediatric Neurology,Adult,16-64, 3-6 Months,1
2/28/2021,1302,Paediatric Neurology,Adult,16-64,12-15 Months,1
2/28/2021,1302,Paediatric Neurology,Adult,16-64,15-18 Months,3
2/28/2021,1302,Paediatric Neurology,Child,0-15, 3-6 Months,71
2/28/2021,1302,Paediatric Neurology,Child,0-15,12-15 Months,55
2/28/2021,1400,Neurosurgery,Adult,16-64, 0-3 Months,426
2/28/2021,1400,Neurosurgery,Adult,16-64, 3-6 Months,374
2/28/2021,1400,Neurosurgery,Adult,16-64, 6-9 Months,338
2/28/2021,1400,Neurosurgery,Adult,16-64,12-15 Months,310
2/28/2021,1400,Neurosurgery,Adult,16-64,15-18 Months,386
2/28/2021,1400,Neurosurgery,Adult,65+, 9-12 Months,53
2/28/2021,1400,Neurosurgery,Child,0-15,15-18 Months,1
2/28/2021,1600,Oncology,Adult,16-64, 0-3 Months,25
2/28/2021,1600,Oncology,Adult,16-64, 3-6 Months,5
2/28/2021,1600,Oncology,Adult,16-64,12-15 Months,4
2/28/2021,1600,Oncology,Adult,65+,15-18 Months,1
2/28/2021,1700,Ophthalmology,Adult,65+, 0-3 Months,307
2/28/2021,1700,Ophthalmology,Adult,65+,15-18 Months,342
2/28/2021,1700,Ophthalmology,Adult,65+,18 Months +,2221
2/28/2021,1800,Orthopaedics,Adult,16-64, 9-12 Months,6
2/28/2021,1800,Orthopaedics,Adult,65+, 0-3 Months,22
2/28/2021,1900,Paediatrics,Adult,16-64, 3-6 Months,2
2/28/2021,1900,Paediatrics,Adult,16-64, 6-9 Months,1
2/28/2021,1900,Paediatrics,Adult,16-64,12-15 Months,3
2/28/2021,1900,Paediatrics,Child,0-15, 6-9 Months,103
2/28/2021,1900,Paediatrics,Child,0-15,15-18 Months,13
2/28/2021,1902,Paed Cardiology,Adult,16-64, 3-6 Months,5
2/28/2021,1902,Paed Cardiology,Adult,16-64,12-15 Months,3
2/28/2021,1902,Paed Cardiology,Adult,16-64,18 Months +,3
2/28/2021,1902,Paed Cardiology,Child,0-15, 3-6 Months,151
2/28/2021,1902,Paed Cardiology,Child,0-15, 6-9 Months,62
2/28/2021,1902,Paed Cardiology,Child,0-15,12-15 Months,95
2/28/2021,1902,Paed Cardiology,Child,0-15,15-18 Months,116
2/28/2021,1905,Paed Endocrinology,Adult,16-64, 0-3 Months,2
2/28/2021,1905,Paed Endocrinology,Adult,16-64, 6-9 Months,2
2/28/2021,1905,Paed Endocrinology,Adult,16-64,15-18 Months,1
2/28/2021,1905,Paed Endocrinology,Child,0-15, 0-3 Months,76
2/28/2021,1905,Paed Endocrinology,Child,0-15, 3-6 Months,40
2/28/2021,1905,Paed Endocrinology,Child,0-15, 6-9 Months,9
2/28/2021,1905,Paed Endocrinology,Child,0-15,12-15 Months,20
2/28/2021,1905,Paed Endocrinology,Child,0-15,15-18 Months,17
2/28/2021,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,23
2/28/2021,2300,Nephrology,Adult,65+, 3-6 Months,3
2/28/2021,2300,Nephrology,Child,0-15, 0-3 Months,1
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,147
2/28/2021,2400,Respiratory Medicine,Adult,16-64, 6-9 Months,38
2/28/2021,2400,Respiratory Medicine,Child,0-15, 3-6 Months,1
2/28/2021,2500,Rheumatology,Adult,65+, 0-3 Months,50
2/28/2021,2600,General Surgery,Adult,16-64, 0-3 Months,306
2/28/2021,2600,General Surgery,Adult,16-64, 3-6 Months,47
2/28/2021,2600,General Surgery,Adult,65+, 6-9 Months,1
2/28/2021,2604,Vascular Surgery,Adult,16-64, 0-3 Months,166
2/28/2021,2604,Vascular Surgery,Adult,65+, 3-6 Months,67
2/28/2021,2604,Vascular Surgery,Adult,65+, 6-9 Months,10
2/28/2021,2605,Breast Surgery,Adult,16-64, 0-3 Months,707
2/28/2021,2605,Breast Surgery,Adult,16-64, 3-6 Months,109
2/28/2021,7800,Urology,Adult,65+, 0-3 Months,165
2/28/2021,7800,Urology,Adult,65+,15-18 Months,16
2/28/2021,7800,Urology,Adult,65+,18 Months +,1
2/28/2021,7900,Clinical Immunology,Adult,65+, 0-3 Months,11
2/28/2021,7900,Clinical Immunology,Adult,65+, 3-6 Months,1
2/28/2021,8003,Pain Relief,Adult,16-64, 0-3 Months,130
2/28/2021,8003,Pain Relief,Adult,16-64, 3-6 Months,126
2/28/2021,8003,Pain Relief,Adult,16-64, 6-9 Months,111
2/28/2021,8003,Pain Relief,Adult,16-64,12-15 Months,103
2/28/2021,8003,Pain Relief,Adult,16-64,15-18 Months,77
2/28/2021,1503,Gynaecology,Adult,65+, 9-12 Months,10
